px_msmt,py_msmt,px_pred,py_pred,px_error,py_error,px_gt,py_gt,vx_gt,vy_gt,px_rmse,py_rmse,vx_rmse,vy_rmse
-22.9861,-7.6724,-22.7693,-8.25904,-0.216814,0.586635,-22.9049,-7.98301,-3.93923,2.75848,0.101487,0.0881677,0.503364,0.464442
-23.4777,-7.56583,-23.2178,-7.79332,-0.259927,0.227491,-23.2911,-7.69663,-3.78118,2.967,0.101278,0.0880019,0.502058,0.464164
-23.5408,-7.36069,-23.6752,-7.4092,0.134413,0.0485047,-23.6609,-7.3898,-3.61191,3.16746,0.101003,0.0877635,0.50108,0.463958
-23.9384,-7.26171,-24.0245,-7.10906,0.0861757,-0.152644,-24.0132,-7.06336,-3.43189,3.35916,0.100732,0.0877173,0.500089,0.465051
-24.2574,-6.4352,-24.3272,-6.87833,0.0698629,0.443132,-24.347,-6.71823,-3.24166,3.54138,0.10047,0.0877088,0.498964,0.465726
-24.3008,-6.43799,-24.6572,-6.40579,0.35644,-0.032198,-24.6612,-6.35538,-3.0418,3.71347,0.100265,0.0875917,0.497647,0.466164
-25.146,-5.91902,-24.8667,-6.11932,-0.279275,0.200304,-24.955,-5.97587,-2.83295,3.87484,0.100116,0.0875749,0.496438,0.466838
-25.1941,-5.64372,-25.1892,-5.66301,-0.00487617,0.0192848,-25.2276,-5.58079,-2.61581,4.02492,0.0998977,0.0874742,0.495313,0.467085
-25.5713,-5.10241,-25.4742,-5.30552,-0.0970095,0.203115,-25.4779,-5.1713,-2.39109,4.16322,0.0996467,0.0874399,0.494827,0.467394
-25.6952,-4.89995,-25.7554,-4.87962,0.0602204,-0.0203315,-25.7055,-4.7486,-2.15956,4.2893,0.0994117,0.0876644,0.495003,0.468313
-25.9516,-4.26659,-25.9809,-4.51852,0.0293217,0.251927,-25.9096,-4.31392,-1.92202,4.40279,0.0992539,0.0880278,0.495384,0.469017
-26.1198,-3.67723,-26.191,-4.03247,0.0711532,0.355241,-26.0897,-3.86856,-1.67928,4.50337,0.0992251,0.08809,0.494766,0.468553
-25.9974,-3.24722,-26.3423,-3.46597,0.344935,0.218748,-26.2453,-3.41381,-1.4322,4.59081,0.099097,0.0878956,0.493598,0.467458
-26.1741,-2.87885,-26.3984,-2.93305,0.224315,0.054195,-26.376,-2.95098,-1.18162,4.66493,0.0988493,0.0876931,0.492334,0.466279
-26.674,-2.73852,-26.4657,-2.47441,-0.208326,-0.264109,-26.4815,-2.48143,-0.928411,4.72562,0.0986036,0.0876017,0.491188,0.465625
-26.6691,-2.17333,-26.5905,-2.13326,-0.0785872,-0.0400664,-26.5616,-2.0065,-0.673434,4.77284,0.0983771,0.0878308,0.490404,0.465524
-26.4671,-1.53207,-26.6669,-1.7056,0.199764,0.173525,-26.6161,-1.52753,-0.417552,4.80664,0.0981458,0.0881306,0.489852,0.46517
-26.5998,-1.14277,-26.6458,-1.20955,0.0460462,0.0667822,-26.6451,-1.04586,-0.161616,4.8271,0.0978997,0.0884799,0.488791,0.464587
-26.7355,-0.59539,-26.6717,-0.748656,-0.0638052,0.153266,-26.6485,-0.562811,0.0935412,4.83439,0.0976704,0.0888767,0.487976,0.463828
-26.4553,0.0602653,-26.6578,-0.219011,0.202435,0.279276,-26.6264,-0.0796947,0.347104,4.82874,0.0974332,0.0889049,0.486859,0.462795
-26.6201,0.57588,-26.5762,0.381134,-0.0439848,0.194746,-26.5792,0.402213,0.598287,4.81045,0.0971921,0.08874,0.485721,0.461967
-26.7293,1.06082,-26.5322,0.963118,-0.197059,0.0977074,-26.5069,0.881666,0.846334,4.77986,0.0969941,0.0887773,0.484958,0.461586
-26.3986,1.42212,-26.4807,1.54758,0.0820411,-0.125461,-26.4101,1.35745,1.09053,4.73737,0.0968293,0.089205,0.484755,0.461569
-26.3594,1.79315,-26.3806,1.95663,0.0211643,-0.163485,-26.2891,1.82841,1.33018,4.68345,0.0967549,0.0892171,0.484791,0.460703
-26.2502,2.18481,-26.2489,2.35576,-0.0012634,-0.170949,-26.1444,2.29342,1.56467,4.61859,0.0967577,0.0890433,0.484487,0.459615
-26.0641,2.80701,-26.1217,2.73585,0.0575675,0.0711561,-25.9765,2.75141,1.79339,4.54334,0.0969221,0.0888334,0.484724,0.458522
-25.8345,3.42005,-25.9279,3.21098,0.0933781,0.209078,-25.7861,3.20139,2.01582,4.45828,0.0970651,0.0887446,0.483966,0.457684
-25.6666,3.63509,-25.7212,3.77069,0.0545697,-0.135607,-25.5737,3.64239,2.23146,4.36404,0.097301,0.0887753,0.483289,0.457028
-25.7492,3.99968,-25.4883,4.14978,-0.260912,-0.150108,-25.3402,4.07353,2.43989,4.26125,0.0977671,0.0886206,0.48276,0.456049
-25.0214,4.52803,-25.2977,4.48935,0.27628,0.03868,-25.0863,4.49399,2.64071,4.15058,0.098308,0.0884176,0.48214,0.455043
-25.0363,4.88499,-24.9664,4.9317,-0.0699415,-0.0467036,-24.8126,4.90303,2.83361,4.03273,0.0986379,0.0882133,0.481664,0.454142
-24.5041,5.35293,-24.6819,5.31379,0.177763,0.0391422,-24.5201,5.29995,3.01833,3.90839,0.0988589,0.0880251,0.480928,0.453395
-24.1159,5.61152,-24.3145,5.72966,0.198631,-0.118135,-24.2095,5.68414,3.19464,3.77827,0.0988198,0.0878335,0.479813,0.452613
-23.9153,5.94377,-23.9461,6.05187,0.0307803,-0.108097,-23.8818,6.05508,3.36239,3.64309,0.0986915,0.0876553,0.47871,0.451637
-23.6471,6.29102,-23.629,6.40233,-0.0181143,-0.111313,-23.5377,6.41227,3.52148,3.50357,0.098654,0.0874978,0.478031,0.450836
-23.0099,6.86182,-23.3155,6.72154,0.30564,0.140287,-23.1781,6.75533,3.67185,3.36041,0.0986549,0.0873458,0.477354,0.450567
-22.6991,7.063,-22.8635,7.13265,0.164378,-0.06965,-22.804,7.08393,3.8135,3.21431,0.0984716,0.0871682,0.476372,0.450553
-22.5083,7.31524,-22.4153,7.44729,-0.0929851,-0.132048,-22.4161,7.39782,3.94647,3.06598,0.098254,0.0869794,0.475303,0.450166
-22.1947,7.69478,-21.9834,7.70377,-0.211338,-0.00898803,-22.0154,7.69679,4.07087,2.91607,0.0980352,0.0867838,0.474447,0.449451
-21.6473,7.94,-21.6152,8.04138,-0.0320537,-0.101377,-21.6026,7.98072,4.18681,2.76526,0.0978226,0.0866098,0.473388,0.449349
-21.0853,7.83229,-21.2185,8.30038,0.13328,-0.468082,-21.1787,8.24957,4.29447,2.61417,0.0976481,0.0865836,0.472418,0.44877
-21.0519,8.50983,-20.8235,8.44517,-0.228424,0.0646684,-20.7444,8.50333,4.39406,2.46341,0.0976347,0.0864963,0.472039,0.448224
-20.21,8.68914,-20.3835,8.71877,0.173542,-0.029627,-20.3006,8.74206,4.48582,2.31358,0.0975159,0.0863279,0.471003,0.447813
-20.0633,8.86724,-19.9234,9.00034,-0.139882,-0.133107,-19.848,8.96589,4.57001,2.16524,0.0975011,0.0861449,0.47026,0.447845
-19.4861,8.96665,-19.5438,9.18855,0.0577252,-0.221908,-19.3873,9.17499,4.64694,2.01891,0.0978096,0.0860016,0.470007,0.447671
-18.6786,9.19191,-19.0696,9.35816,0.390975,-0.166249,-18.9193,9.36959,4.71692,1.8751,0.0978941,0.0858381,0.469095,0.447408
-18.4242,9.46852,-18.5437,9.53683,0.119576,-0.0683133,-18.4446,9.54996,4.78028,1.73429,0.0978539,0.0856713,0.46808,0.447146
-17.7736,9.72478,-17.9931,9.668,0.219445,0.0567801,-17.9639,9.71643,4.83737,1.59691,0.0976641,0.0855308,0.467434,0.446637
-17.3436,9.88109,-17.4215,9.92602,0.077941,-0.0449225,-17.4777,9.86936,4.88856,1.46338,0.0975268,0.0853852,0.466656,0.447253
-16.8876,10.145,-16.8804,10.1169,-0.00718125,0.0281062,-16.9868,10.0091,4.93421,1.33408,0.097536,0.085446,0.466096,0.448265
-16.5153,10.3091,-16.339,10.3091,-0.176332,1.64199e-05,-16.4915,10.1362,4.97469,1.20937,0.097663,0.0858017,0.465587,0.449425
-16.006,10.1843,-15.835,10.4678,-0.170974,-0.283468,-15.9924,10.2511,5.01039,1.08956,0.0977474,0.0861772,0.464981,0.449873
-15.5699,10.1904,-15.388,10.5039,-0.181901,-0.31352,-15.4899,10.3543,5.04166,0.974957,0.0976412,0.0861995,0.464058,0.449489
-14.9365,10.4722,-14.8788,10.4793,-0.0577064,-0.00707478,-14.9846,10.4462,5.06889,0.865828,0.0976142,0.0860325,0.463417,0.448568
-14.4088,10.222,-14.3919,10.5543,-0.0169203,-0.33229,-14.4766,10.5276,5.09243,0.762418,0.0975017,0.0859283,0.462463,0.447723
-13.8049,10.9383,-13.9074,10.5138,0.102532,0.424575,-13.9665,10.5989,5.11263,0.664944,0.097524,0.085876,0.461589,0.447139
-13.3556,10.5517,-13.3047,10.7783,-0.0509103,-0.226553,-13.4545,10.6608,5.12983,0.573603,0.0976716,0.0858184,0.460666,0.447178
-12.9591,11.0099,-12.8017,10.7801,-0.157334,0.229745,-12.9409,10.7138,5.14436,0.48857,0.0978198,0.0858336,0.459799,0.446953
-12.3713,10.6091,-12.2683,10.9381,-0.103075,-0.328973,-12.426,10.7587,5.15651,0.409997,0.0979405,0.0860024,0.458931,0.44682
-11.9451,11.0515,-11.811,10.9042,-0.134091,0.147326,-11.91,10.7961,5.16658,0.338022,0.0979081,0.0861413,0.457978,0.446556
-11.4548,10.9407,-11.2741,10.9938,-0.180709,-0.0530922,-11.393,10.8265,5.17484,0.272761,0.0978843,0.0864319,0.457057,0.446202
-10.6009,10.6823,-10.7772,10.9104,0.176381,-0.228173,-10.8753,10.8509,5.18153,0.214317,0.0979113,0.0863112,0.45652,0.445461
-10.4142,10.8747,-10.2184,10.8711,-0.195803,0.00359334,-10.3569,10.8697,5.18687,0.162776,0.0979479,0.0861395,0.455769,0.444718
-9.83445,11.1032,-9.7657,10.915,-0.0687508,0.188196,-9.83809,10.8837,5.19106,0.118212,0.0978639,0.0860325,0.45485,0.443986
-9.3066,11.0348,-9.28573,10.9362,-0.0208714,0.0985325,-9.31887,10.8936,5.19428,0.0806865,0.0976941,0.0859251,0.45395,0.443142
-8.78899,11.0707,-8.78314,10.9382,-0.00584262,0.132445,-8.79937,10.9001,5.19667,0.050248,0.097509,0.0858237,0.453055,0.442287
-8.62045,10.6577,-8.28265,10.9192,-0.337799,-0.261519,-8.27965,10.9039,5.19835,0.0269359,0.0974975,0.0857352,0.452654,0.441589
-7.51971,11.0005,-7.92287,10.8197,0.403162,0.180741,-7.75979,10.9057,5.19942,0.0107791,0.0975115,0.0856301,0.452168,0.440799
-7.15631,10.815,-7.25382,10.907,0.0975066,-0.0919583,-7.23983,10.9063,5.19994,0.00179692,0.0973178,0.0854597,0.451267,0.439935
